ListingID,VehEngine,SellerListSrc,SellerState,VehFuel,VehColorExt,VehColorInt,VehTransmission,VehPriceLabel,VehDriveTrain,Vehicle_Trim,VehMake,VehModel,RatingCategory,SellerCategory,SellerIsPriv,SourceCategory,VehCertified
4800182,3.6L V6,HomeNet Automotive,MI,Gasoline,Blue,other,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,High Volume Sellers,False,High-Frequency Sources,False
4802297,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),FL,Gasoline,Black,black,8-Speed Automatic,Great Deal,FWD,Premium Luxury,Cadillac,XT5,Good Rating,Rare Sellers,False,High-Frequency Sources,False
4804614,3.6L V6,Inventory Command Center,NY,Gasoline,White,black,8-Speed Automatic,Great Deal,4WD,Limited,Jeep,Grand Cherokee,Average Rating,Medium Volume Sellers,False,High-Frequency Sources,False
4806625,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),MD,Gasoline,Black,tan,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Low Rating,Medium Volume Sellers,False,High-Frequency Sources,False
4807214,3.6L V6,HomeNet Automotive,IN,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Premium Luxury,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
4807485,3.6L V6,HomeNet Automotive,IL,Gasoline,Silver,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
4808449,3.6L V6,My Dealer Center,OH,Gasoline,Red,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Average Rating,Rare Sellers,False,Other Sources,False
4809543,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),OH,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
4809550,3.6L V6,HomeNet Automotive,TN,Gasoline,White,other,8-Speed Automatic,Good Deal,FWD,Premium Luxury,Cadillac,XT5,Low Rating,Low Volume Sellers,False,High-Frequency Sources,False
4810064,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),TX,Gasoline,Silver,other,8-Speed Automatic,Good Deal,FWD,Base,Cadillac,XT5,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
4811286,3.6L V6 24V MPFI DOHC,Jeep Certified Program,MD,Gasoline,White,unknown,8-Speed Automatic,Fair Price,4WD,Premium Luxury,Jeep,Grand Cherokee,Good Rating,Medium Volume Sellers,False,Medium-Frequency Sources,True
4812136,3.6L V6,Jeep Certified Program,WI,E85 Flex Fuel,Black,black,8-Speed Automatic,Great Deal,4WD,Limited,Jeep,Grand Cherokee,Low Rating,Medium Volume Sellers,False,Medium-Frequency Sources,True
4814290,3.6L V6,HomeNet Automotive,FL,Gasoline,Red,beige,8-Speed Automatic,Good Deal,FWD,Luxury,Cadillac,XT5,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
4814959,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),IA,Gasoline,Other,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Average Rating,Medium Volume Sellers,False,High-Frequency Sources,False
4817527,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),OH,Gasoline,Black,black,8-Speed Automatic,Good Deal,AWD,Luxury,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,True
4818179,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),IN,Gasoline,Silver,black,8-Speed Automatic,Fair Price,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
4819976,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),KY,Gasoline,Black,black,8-Speed Automatic,Good Deal,AWD,Premium Luxury,Cadillac,XT5,Good Rating,Low Volume Sellers,False,High-Frequency Sources,False
4820336,3.6L V6,HomeNet Automotive,IL,Gasoline,Black,black,8-Speed Automatic,Good Deal,FWD,Premium Luxury,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,True
4820887,3.6L V6,HomeNet Automotive,NY,Gasoline,Black,black,8-Speed Automatic,Good Deal,AWD,Luxury,Cadillac,XT5,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
4821350,3.6L V6,HomeNet Automotive,MN,Gasoline,Silver,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Average Rating,High Volume Sellers,False,High-Frequency Sources,False
4822351,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),NY,Gasoline,Black,black,8-Speed Automatic,Good Deal,AWD,Premium Luxury,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
4823304,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),MT,Gasoline,Black,unknown,8-Speed Automatic,Good Deal,AWD,Premium Luxury,Cadillac,XT5,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
4823570,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),OH,Gasoline,Black,black,8-Speed Automatic,Good Deal,AWD,Premium Luxury,Cadillac,XT5,Excellent Rating,Rare Sellers,False,High-Frequency Sources,True
4824223,3.6L V6,Inventory Command Center,WI,Gasoline,Silver,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
4829545,3.6L V6,HomeNet Automotive,IL,Gasoline,Silver,other,8-Speed Automatic,Fair Price,4WD,Trailhawk,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
4830396,3.6L V6,Inventory Command Center,PA,Gasoline,Other,black,Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Average Rating,Low Volume Sellers,False,High-Frequency Sources,False
4832468,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),IA,Gasoline,Red,unknown,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
4833074,3.6L V6,Inventory Command Center,MN,Gasoline,White,other,8-Speed Automatic,Good Deal,AWD,Luxury,Cadillac,XT5,Average Rating,Low Volume Sellers,False,High-Frequency Sources,True
4833471,3.6L V6,HomeNet Automotive,MS,Gasoline,Silver,other,8-Speed Automatic,Good Deal,FWD,Premium Luxury,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,True
4833914,3.6L V6,Inventory Command Center,GA,E85 Flex Fuel,White,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
4837824,3.6L V6 24V MPFI DOHC,Jeep Certified Program,WI,Gasoline,Other,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,Medium-Frequency Sources,True
4840058,3.6L V6,HomeNet Automotive,SC,Gasoline,Black,other,8-Speed Automatic,Fair Price,4WD,Trailhawk,Jeep,Grand Cherokee,Average Rating,High Volume Sellers,False,High-Frequency Sources,False
4840324,5.7L V8,Digital Motorworks (DMi),NY,Gasoline,Green,black,8-Speed Automatic,Good Deal,4WD,Premium Luxury,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
4841199,3.6L V6,Inventory Command Center,NY,Unknown,Red,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,Low Volume Sellers,False,High-Frequency Sources,False
4842592,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),IN,Gasoline,Blue,other,8-Speed Automatic,Fair Price,AWD,Premium Luxury,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
4845069,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),MI,Gasoline,Gray,unknown,8-Speed Automatic,Good Deal,FWD,Base,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
4847393,3.6L V6 24V MPFI DOHC,Jeep Certified Program,IL,Gasoline,White,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,Medium-Frequency Sources,True
4851247,3.6L V6,HomeNet Automotive,IL,Gasoline,Blue,other,8-Speed Automatic,Good Deal,4WD,Trailhawk,Jeep,Grand Cherokee,Good Rating,High Volume Sellers,False,High-Frequency Sources,False
4852367,3.6L V6,HomeNet Automotive,FL,Gasoline,Black,beige,8-Speed Automatic,Good Deal,FWD,Base,Cadillac,XT5,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,True
4854174,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),MO,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
4854344,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),LA,Gasoline,Black,other,8-Speed Automatic,Good Deal,FWD,Luxury,Cadillac,XT5,Good Rating,Low Volume Sellers,False,High-Frequency Sources,True
4854884,unknown,Cadillac Certified Program,FL,Gasoline,White,unknown,unknown,Good Deal,unknown,unknown,Cadillac,XT5,Good Rating,Low Volume Sellers,False,Medium-Frequency Sources,True
4855124,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),IL,Gasoline,White,black,8-Speed Automatic,Good Deal,4WD,Premium Luxury,Jeep,Grand Cherokee,Good Rating,Low Volume Sellers,False,High-Frequency Sources,False
4855763,3.6L V6,Jeep Certified Program,SC,Gasoline,Red,black,8-Speed Automatic,Good Deal,4WD,Premium Luxury,Jeep,Grand Cherokee,Average Rating,Low Volume Sellers,False,Medium-Frequency Sources,True
4857542,3.6L V6,HomeNet Automotive,WI,Gasoline,Other,black,8-Speed Automatic,Good Deal,FWD,Premium Luxury,Cadillac,XT5,Average Rating,High Volume Sellers,False,High-Frequency Sources,False
4858583,3.6L V6,Inventory Command Center,MN,Gasoline,Silver,black,8-Speed Automatic,Good Deal,AWD,Premium Luxury,Cadillac,XT5,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,True
4860312,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),NC,Gasoline,Blue,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
4860721,3.6L V6,Inventory Command Center,MN,Gasoline,White,unknown,unknown,Good Deal,4WD,Premium Luxury,Jeep,Grand Cherokee,Average Rating,Medium Volume Sellers,False,High-Frequency Sources,False
4860956,3.6L V6,HomeNet Automotive,CA,Gasoline,Red,black,8-Speed Automatic,Good Deal,FWD,Luxury,Cadillac,XT5,Good Rating,Low Volume Sellers,False,High-Frequency Sources,True
4862758,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),TX,Gasoline,Other,other,8-Speed Automatic,Good Deal,FWD,Premium Luxury,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
4865302,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),CT,Gasoline,White,other,8-Speed Automatic,Good Deal,AWD,Platinum,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
4865607,3.6L V6,HomeNet Automotive,PA,Gasoline,Silver,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
4866208,3.6L V6,HomeNet Automotive,CA,Gasoline,White,beige,8-Speed Automatic,Good Deal,FWD,Luxury,Cadillac,XT5,Good Rating,Low Volume Sellers,False,High-Frequency Sources,True
4868228,3.6L V6 24V MPFI DOHC,Jeep Certified Program,WI,Gasoline,Red,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,Medium-Frequency Sources,True
4868858,3.6L V6,Jeep Certified Program,IL,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,Medium Volume Sellers,False,Medium-Frequency Sources,True
4870822,3.6L V6,HomeNet Automotive,PA,Gasoline,White,beige,8-Speed Automatic,Good Deal,FWD,Luxury,Cadillac,XT5,Average Rating,High Volume Sellers,False,High-Frequency Sources,False
4871255,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),WI,Gasoline,Red,black,8-Speed Automatic,Good Deal,4WD,Trailhawk,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
4871869,3.6L V6,Inventory Command Center,GA,Gasoline,White,gray,8-Speed Automatic,Great Deal,FWD,Luxury,Cadillac,XT5,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
4877704,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),VA,Gasoline,Gray,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,High Volume Sellers,False,High-Frequency Sources,False
4882932,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),KY,Gasoline,Black,other,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
4883680,5.7L V8,Digital Motorworks (DMi),IL,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Average Rating,Low Volume Sellers,False,High-Frequency Sources,False
4884658,3.6L V6,HomeNet Automotive,IL,Gasoline,Other,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
4886142,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),OH,Gasoline,White,other,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
4887877,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),FL,Gasoline,Gray,other,8-Speed Automatic,Good Deal,FWD,Base,Cadillac,XT5,Low Rating,Rare Sellers,False,High-Frequency Sources,False
4889782,V6,Inventory Command Center,VA,Gasoline,Silver,black,Automatic,Good Deal,AWD,Luxury,Cadillac,XT5,Average Rating,Rare Sellers,False,High-Frequency Sources,False
4890002,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),IL,Gasoline,Silver,other,8-Speed Automatic,Good Deal,4WD,Trailhawk,Jeep,Grand Cherokee,Good Rating,Low Volume Sellers,False,High-Frequency Sources,False
4891098,unknown,Jeep Certified Program,IL,Gasoline,Other,unknown,Automatic,Good Deal,unknown,unknown,Jeep,Grand Cherokee,Good Rating,Low Volume Sellers,False,Medium-Frequency Sources,True
4894348,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),WI,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,Medium Volume Sellers,False,High-Frequency Sources,False
4896009,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),CA,Gasoline,Silver,black,8-Speed Automatic,Good Deal,FWD,Premium Luxury,Cadillac,XT5,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
4898337,3.6L V6,Inventory Command Center,GA,Gasoline,Black,black,8-Speed Automatic,Good Deal,FWD,Luxury,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
4898451,3.6L V6,Inventory Command Center,MI,Gasoline,Silver,black,8-Speed Automatic,Great Deal,4WD,Limited,Jeep,Grand Cherokee,Low Rating,Medium Volume Sellers,False,High-Frequency Sources,False
4898463,3.6L V6,Inventory Command Center,NC,Gasoline,White,unknown,8-Speed Automatic,Good Deal,AWD,Platinum,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
4898763,3.6L V6,Inventory Command Center,MN,Gasoline,Black,black,8-Speed Automatic,Good Deal,AWD,Luxury,Cadillac,XT5,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,True
4902455,3.6L V6,HomeNet Automotive,GA,Gasoline,Other,black,8-Speed Automatic,Good Deal,FWD,Premium Luxury,Cadillac,XT5,Good Rating,High Volume Sellers,False,High-Frequency Sources,False
4902688,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),VA,Gasoline,White,unknown,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,High Volume Sellers,False,High-Frequency Sources,False
4903993,3.6L V6,Inventory Command Center,IN,Gasoline,Red,unknown,Automatic,Good Deal,4WD,Premium Luxury,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
4904298,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),KY,Gasoline,Other,other,8-Speed Automatic,Fair Price,AWD,Platinum,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,True
4905361,6.4L V8,Digital Motorworks (DMi),MD,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
4906129,3.6L V6,Digital Motorworks (DMi),WI,E85 Flex Fuel,Other,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,Medium Volume Sellers,False,High-Frequency Sources,False
4908334,3.6L V6,My Dealer Center,PA,Gasoline,White,black,Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Low Rating,Low Volume Sellers,False,Other Sources,False
4910868,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),OH,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
4911837,3.6L V6,Digital Motorworks (DMi),OH,E85 Flex Fuel,Other,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Low Rating,Low Volume Sellers,False,High-Frequency Sources,False
4912252,3.6L V6,HomeNet Automotive,MD,Gasoline,Other,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Average Rating,High Volume Sellers,False,High-Frequency Sources,False
4916151,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),MD,Gasoline,White,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Low Rating,Medium Volume Sellers,False,High-Frequency Sources,False
4916503,V6,Inventory Command Center,IN,Gasoline,Gray,black,Automatic,Good Deal,unknown,Limited,Jeep,Grand Cherokee,Average Rating,Rare Sellers,False,High-Frequency Sources,False
4917142,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),FL,Gasoline,Other,other,8-Speed Automatic,Good Deal,FWD,Base,Cadillac,XT5,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
4918924,V6,Inventory Command Center,NJ,Gasoline,Blue,black,Automatic,Good Deal,AWD,Premium Luxury,Cadillac,XT5,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
4920749,unknown,Jeep Certified Program,TN,Gasoline,White,unknown,Automatic,Good Deal,unknown,unknown,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,Medium-Frequency Sources,True
4920862,3.6L V6,Inventory Command Center,MN,Gasoline,Silver,black,8-Speed Automatic,Fair Price,4WD,Premium Luxury,Jeep,Grand Cherokee,Good Rating,High Volume Sellers,False,High-Frequency Sources,False
4922794,V6,Inventory Command Center,MA,Gasoline,Black,black,8-Speed Automatic,Good Deal,AWD,Premium Luxury,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
4924360,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),TX,Gasoline,Black,black,8-Speed Automatic,Fair Price,FWD,Premium Luxury,Cadillac,XT5,Good Rating,Medium Volume Sellers,False,High-Frequency Sources,False
4925923,V6,Inventory Command Center,PA,Gasoline,Gray,black,Automatic,Great Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
4926060,3.6L V6,HomeNet Automotive,CO,Gasoline,Silver,black,8-Speed Automatic,Good Deal,AWD,Premium Luxury,Cadillac,XT5,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
4929917,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),IL,Gasoline,Black,other,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Average Rating,Medium Volume Sellers,False,High-Frequency Sources,False
4930085,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),TX,Gasoline,Silver,black,8-Speed Automatic,Good Deal,FWD,Premium Luxury,Cadillac,XT5,Average Rating,Rare Sellers,False,High-Frequency Sources,False
4933156,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),OH,Gasoline,Other,other,8-Speed Automatic,Good Deal,unknown,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
4935421,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),WI,Gasoline,White,unknown,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
4937539,5.7L V8,Digital Motorworks (DMi),MD,Gasoline,White,black,8-Speed Automatic,Good Deal,4WD,Premium Luxury,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
4937854,3.6L,Inventory Command Center,KS,Gasoline,Silver,black,Automatic,Good Deal,AWD,Premium Luxury,Cadillac,XT5,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
4938198,3.6L V6,Digital Motorworks (DMi),OH,E85 Flex Fuel,Other,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
4941417,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),GA,Gasoline,Black,black,8-Speed Automatic,Good Deal,FWD,Luxury,Cadillac,XT5,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
4944852,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),AZ,Gasoline,White,other,8-Speed Automatic,Good Deal,FWD,Premium Luxury,Cadillac,XT5,Good Rating,Low Volume Sellers,False,High-Frequency Sources,False
4945844,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),IL,Gasoline,White,other,8-Speed Automatic,Fair Price,4WD,Premium Luxury,Jeep,Grand Cherokee,Average Rating,Rare Sellers,False,High-Frequency Sources,False
4946863,unknown,Cadillac Certified Program,FL,Gasoline,Silver,unknown,unknown,Good Deal,unknown,unknown,Cadillac,XT5,Excellent Rating,Medium Volume Sellers,False,Medium-Frequency Sources,True
4950943,3.6L V6 24V MPFI DOHC,Jeep Certified Program,KY,Gasoline,White,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,Medium-Frequency Sources,True
4951153,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),TX,Gasoline,Silver,other,8-Speed Automatic,Good Deal,FWD,Base,Cadillac,XT5,Excellent Rating,High Volume Sellers,False,High-Frequency Sources,False
4954787,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),NY,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,High Volume Sellers,False,High-Frequency Sources,False
4956148,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),TN,Gasoline,Black,other,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
4956512,V6,Inventory Command Center,MD,Gasoline,White,beige,Automatic,Great Deal,FWD,Base,Cadillac,XT5,Good Rating,Low Volume Sellers,False,High-Frequency Sources,False
4957318,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),TN,Gasoline,Gray,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,High Volume Sellers,False,High-Frequency Sources,False
4957542,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),TX,Gasoline,Black,other,8-Speed Automatic,Fair Price,FWD,Premium Luxury,Cadillac,XT5,Good Rating,Medium Volume Sellers,False,High-Frequency Sources,True
4961990,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),MI,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,Medium Volume Sellers,False,High-Frequency Sources,False
4965458,3.6L V6,Inventory Command Center,IL,Gasoline,Silver,black,Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Low Rating,Medium Volume Sellers,False,High-Frequency Sources,False
4968063,V6,Inventory Command Center,TN,Gasoline,Other,unknown,Automatic,Fair Price,FWD,Luxury,Cadillac,XT5,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,True
4968586,3.6L V6,HomeNet Automotive,MA,Gasoline,Black,other,8-Speed Automatic,Fair Price,AWD,Platinum,Cadillac,XT5,Good Rating,Medium Volume Sellers,False,High-Frequency Sources,False
4968929,3.6L V6,HomeNet Automotive,TX,Gasoline,Silver,beige,8-Speed Automatic,Good Deal,FWD,Luxury,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,True
4969564,3.6L V6 24V MPFI DOHC,Jeep Certified Program,PA,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,Medium-Frequency Sources,True
4972340,6.2L V8,Digital Motorworks (DMi),WI,Gasoline,Black,black,8-Speed Automatic,Fair Price,4WD,Limited,Jeep,Grand Cherokee,Low Rating,Low Volume Sellers,False,High-Frequency Sources,False
4973435,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),IN,Gasoline,Black,black,8-Speed Automatic,Good Deal,FWD,Luxury,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,True
4978976,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),CA,Gasoline,Black,tan,8-Speed Automatic,Good Deal,FWD,Premium Luxury,Cadillac,XT5,Low Rating,Rare Sellers,False,High-Frequency Sources,False
4981158,3.6L V6,HomeNet Automotive,IL,Gasoline,Black,black,8-Speed Automatic,Good Deal,FWD,Premium Luxury,Cadillac,XT5,Excellent Rating,High Volume Sellers,False,High-Frequency Sources,False
4981654,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),GA,Gasoline,Black,black,8-Speed Automatic,Good Deal,FWD,Premium Luxury,Cadillac,XT5,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
4984276,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),NC,Gasoline,Black,black,8-Speed Automatic,Fair Price,4WD,Limited,Jeep,Grand Cherokee,Good Rating,Low Volume Sellers,False,High-Frequency Sources,False
4984415,3.6L V6,Inventory Command Center,GA,Gasoline,Silver,black,8-Speed Automatic,Great Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
4986078,3.6L V6,HomeNet Automotive,IA,Gasoline,Red,black,8-Speed Automatic,Good Deal,4WD,Premium Luxury,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
4986287,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),IA,Gasoline,Silver,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
